zona,PrecioActual,metros,habitaciones,ascensor,localizacion,planta,baños
barrio-de-salamanca,1200000,98,2,S,EXTERIOR,6ª,2
centro,1750000,168,2,S,EXTERIOR,4ª,0
ciudad-lineal,219000,80,3,N,EXTERIOR,3ª,0
centro,355063,45,1,S,EXTERIOR,1ª,0
centro,4100000,565,6,S,EXTERIOR,1ª,0
hortaleza,1400000,358,4,S,EXTERIOR,BAJO,0
fuencarral,680000,110,3,S,EXTERIOR,6ª,1
moncloa,3000000,250,3,S,EXTERIOR,6ª,0
centro,1150000,98,2,S,INTERIOR,5ª,0
carabanchel,330000,314,2,N,EXTERIOR,BAJO,0
chamberi,6200000,548,5,S,EXTERIOR,7ª,0
moncloa,571850,93,1,S,EXTERIOR,BAJO,0
centro,399000,72,3,S,INTERIOR,4ª,0
chamberi,1200000,187,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,1399000,131,2,S,EXTERIOR,1ª,0
arganzuela,775000,184,4,S,EXTERIOR,4ª,0
barrio-de-salamanca,6500000,400,4,S,EXTERIOR,6ª,0
carabanchel,159500,61,1,N,EXTERIOR,BAJO,1
carabanchel,236000,70,3,N,EXTERIOR,3ª,0
tetuan,350000,87,2,S,EXTERIOR,BAJO,2
tetuan,430000,141,2,N,EXTERIOR,BAJO,0
latina,410000,82,3,S,EXTERIOR,3ª,0
ciudad-lineal,410000,175,3,S,EXTERIOR,BAJO,1
centro,360000,65,1,N,INTERIOR,5ª,0
tetuan,195000,40,1,N,INTERIOR,1ª,0
centro,479900,98,3,S,EXTERIOR,1ª,0
ciudad-lineal,189000,40,1,N,EXTERIOR,BAJO,0
chamartin,520000,68,1,S,EXTERIOR,3ª,0
centro,875000,89,2,S,EXTERIOR,ENTREPLANTA,0
retiro,365000,60,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,4000000,320,5,S,EXTERIOR,7ª,0
chamberi,1031500,87,1,S,EXTERIOR,3ª,0
barrio-de-salamanca,950000,130,3,S,EXTERIOR,1ª,0
carabanchel,165000,70,3,N,EXTERIOR,2ª,0
centro,829000,99,2,S,EXTERIOR,2ª,0
chamartin,415000,65,2,S,EXTERIOR,2ª,0
arganzuela,495000,77,2,S,EXTERIOR,2ª,0
ciudad-lineal,195000,50,2,N,EXTERIOR,4ª,1
arganzuela,649000,79,2,S,EXTERIOR,1ª,0
centro,699000,115,3,S,EXTERIOR,1ª,2
centro,1995000,191,3,S,EXTERIOR,7ª,3
fuencarral,410000,59,2,S,EXTERIOR,1ª,1
moncloa,695000,121,3,S,EXTERIOR,5ª,1
centro,530000,60,1,S,INTERIOR,BAJO,0
centro,599000,262,2,N,EXTERIOR,BAJO,0
chamartin,2100000,321,4,S,EXTERIOR,4ª,0
latina,206000,61,2,N,EXTERIOR,1ª,1
barrio-de-salamanca,1479000,136,3,S,EXTERIOR,2ª,0
centro,370000,64,2,S,INTERIOR,1ª,0
carabanchel,364100,105,3,S,EXTERIOR,3ª,0
centro,228000,35,1,S,INTERIOR,4ª,0
ciudad-lineal,499900,118,3,S,EXTERIOR,3ª,2
villaverde,179900,55,2,N,EXTERIOR,3ª,0
centro,2500000,262,3,S,EXTERIOR,2ª,0
usera,265000,58,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,1789000,110,2,S,INTERIOR,2ª,2
barrio-de-salamanca,1520000,163,3,S,EXTERIOR,3ª,0
villaverde,269000,110,4,S,EXTERIOR,2ª,1
centro,539900,131,1,N,EXTERIOR,1ª,0
barrio-de-salamanca,929000,85,3,S,EXTERIOR,3ª,0
chamberi,3100000,200,5,S,EXTERIOR,1ª,0
carabanchel,170000,74,3,N,EXTERIOR,4ª,1
arganzuela,415000,86,3,S,INTERIOR,2ª,0
vicalvaro,609000,201,3,S,EXTERIOR,7ª,0
hortaleza,579000,105,3,S,EXTERIOR,1ª,0
chamartin,945000,155,4,S,EXTERIOR,4ª,2
retiro,420000,76,3,S,INTERIOR,1ª,1
barajas,334000,75,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1839000,163,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,1140000,132,3,S,EXTERIOR,4ª,0
ciudad-lineal,245000,57,2,N,EXTERIOR,1ª,0
barrio-de-salamanca,1364900,103,2,S,INTERIOR,6ª,0
chamberi,3000000,429,6,S,EXTERIOR,2ª,0
moncloa,770000,104,4,S,EXTERIOR,1ª,2
fuencarral,460000,77,1,S,EXTERIOR,6ª,0
latina,240000,74,3,S,EXTERIOR,2ª,0
carabanchel,270000,86,2,S,EXTERIOR,2ª,0
barajas,280000,77,2,N,EXTERIOR,2ª,1
ciudad-lineal,490000,103,3,S,EXTERIOR,4ª,0
chamartin,700000,125,4,S,EXTERIOR,4ª,0
san-blas,137260,51,2,N,EXTERIOR,1ª,0
villaverde,174500,52,3,N,EXTERIOR,2ª,1
barrio-de-salamanca,950000,146,3,S,EXTERIOR,5ª,2
centro,700000,55,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,1339000,137,2,S,EXTERIOR,3ª,0
chamberi,1399000,277,5,S,EXTERIOR,3ª,0
barrio-de-salamanca,710000,109,2,S,INTERIOR,ENTREPLANTA,0
moncloa,1675000,173,3,S,EXTERIOR,3ª,0
moncloa,370000,64,2,S,EXTERIOR,BAJO,0
tetuan,210000,45,1,S,EXTERIOR,ENTREPLANTA,0
centro,750000,107,2,N,EXTERIOR,SÓTANO,0
hortaleza,198800,21,1,S,EXTERIOR,8ª,0
centro,500000,110,3,S,EXTERIOR,1ª,0
arganzuela,285000,60,2,N,INTERIOR,BAJO,0
chamartin,160000,49,1,S,INTERIOR,SÓTANO,0
barrio-de-salamanca,4800000,281,4,S,EXTERIOR,5ª,0
tetuan,155000,30,1,N,INTERIOR,BAJO,0
tetuan,249000,41,1,S,EXTERIOR,BAJO,0
arganzuela,510000,63,1,S,EXTERIOR,7ª,0
barrio-de-salamanca,1895000,148,3,S,INTERIOR,5ª,0
ciudad-lineal,1312808,218,3,S,EXTERIOR,BAJO,0
centro,1049000,128,3,S,EXTERIOR,2ª,3
fuencarral,275000,52,2,S,EXTERIOR,ENTREPLANTA,0
retiro,680000,60,1,S,INTERIOR,5ª,0
centro,440000,44,1,S,EXTERIOR,3ª,0
ciudad-lineal,275000,59,2,S,EXTERIOR,8ª,0
chamberi,525000,70,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,3900000,415,5,S,EXTERIOR,7ª,0
centro,2950000,273,6,S,EXTERIOR,1ª,6
hortaleza,230000,71,3,N,EXTERIOR,4ª,0
chamberi,1350000,107,2,S,EXTERIOR,4ª,0
puente-de-vallecas,80700,61,2,N,EXTERIOR,4ª,0
usera,400000,133,4,S,EXTERIOR,2ª,0
centro,360000,75,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,325000,31,1,N,INTERIOR,SÓTANO,0
fuencarral,540000,128,2,S,EXTERIOR,1ª,0
centro,830000,100,2,S,EXTERIOR,3ª,0
centro,1200000,169,3,S,EXTERIOR,1ª,0
arganzuela,790000,136,4,S,EXTERIOR,2ª,0
carabanchel,539000,200,5,S,EXTERIOR,1ª,4
vicalvaro,485900,160,3,S,EXTERIOR,BAJO,0
latina,249000,66,3,N,EXTERIOR,3ª,0
centro,388000,61,1,N,INTERIOR,2ª,0
moratalaz,235000,65,2,N,EXTERIOR,4ª,1
centro,2900000,230,3,N,EXTERIOR,1ª,0
arganzuela,690000,140,3,S,EXTERIOR,1ª,0
arganzuela,260000,53,2,S,EXTERIOR,BAJO,0
tetuan,180000,45,1,N,EXTERIOR,BAJO,0
centro,530000,75,2,S,EXTERIOR,3ª,0
chamberi,856658,75,1,S,EXTERIOR,BAJO,0
puente-de-vallecas,161000,76,3,N,EXTERIOR,4ª,1
centro,980000,135,3,S,INTERIOR,1ª,1
centro,789000,84,2,S,EXTERIOR,4ª,0
ciudad-lineal,1600000,338,3,S,EXTERIOR,BAJO,0
chamartin,569000,80,3,S,EXTERIOR,1ª,2
barrio-de-salamanca,829000,63,2,N,INTERIOR,1ª,2
barrio-de-salamanca,2900000,270,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1710000,125,2,S,EXTERIOR,5ª,2
carabanchel,205000,68,3,N,EXTERIOR,1ª,0
centro,1395000,221,4,S,EXTERIOR,2ª,0
moncloa,299000,44,1,S,EXTERIOR,5ª,0
chamberi,3450000,295,3,S,EXTERIOR,3ª,0
tetuan,320000,96,1,S,INTERIOR,SÓTANO,0
arganzuela,720000,135,3,S,EXTERIOR,6ª,2
barrio-de-salamanca,1580000,128,3,S,EXTERIOR,1ª,2
tetuan,142000,55,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1789000,110,2,S,INTERIOR,2ª,2
tetuan,320000,76,4,N,EXTERIOR,2ª,0
san-blas,849900,130,3,S,EXTERIOR,7ª,2
chamartin,2660000,486,4,S,EXTERIOR,3ª,0
puente-de-vallecas,111400,78,3,N,EXTERIOR,1ª,0
tetuan,245000,55,2,N,EXTERIOR,1ª,0
retiro,990000,126,3,S,EXTERIOR,2ª,2
retiro,1679000,133,2,S,EXTERIOR,4ª,0
ciudad-lineal,230000,68,3,S,EXTERIOR,2ª,1
villaverde,115000,63,3,N,EXTERIOR,2ª,1
centro,1589000,213,3,S,EXTERIOR,2ª,0
chamartin,335000,75,3,N,EXTERIOR,3ª,0
ciudad-lineal,975000,156,3,S,EXTERIOR,1ª,0
fuencarral,269000,55,2,N,EXTERIOR,BAJO,0
chamartin,1300000,125,2,S,EXTERIOR,5ª,0
fuencarral,290000,51,1,S,EXTERIOR,3ª,0
moncloa,101000,62,3,S,EXTERIOR,BAJO,0
fuencarral,810000,127,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1490000,140,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,550000,79,2,S,INTERIOR,2ª,0
barrio-de-salamanca,525000,66,2,S,EXTERIOR,SÓTANO,0
usera,94000,63,2,N,EXTERIOR,3ª,1
carabanchel,95000,58,2,N,EXTERIOR,3ª,0
retiro,590000,110,2,S,EXTERIOR,ENTREPLANTA,0
vicalvaro,228695,104,3,S,EXTERIOR,1ª,0
carabanchel,275000,71,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,1090000,83,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,1480000,200,3,S,EXTERIOR,2ª,0
centro,1450000,195,1,S,EXTERIOR,1ª,1
carabanchel,330000,226,4,N,EXTERIOR,BAJO,0
san-blas,630000,110,3,S,EXTERIOR,3ª,0
villa-de-vallecas,340000,91,2,S,EXTERIOR,4ª,0
moncloa,1750000,285,5,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1600000,142,4,S,EXTERIOR,2ª,0
latina,335000,96,6,N,INTERIOR,BAJO,0
barrio-de-salamanca,330000,46,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,545000,46,2,S,INTERIOR,2ª,0
carabanchel,200000,122,4,N,INTERIOR,SÓTANO,1
chamberi,880000,95,2,S,EXTERIOR,4ª,0
latina,310000,100,4,S,EXTERIOR,11ª,0
centro,999000,120,3,N,INTERIOR,1ª,2
centro,680000,67,2,S,EXTERIOR,1ª,2
barrio-de-salamanca,1349000,115,2,S,EXTERIOR,1ª,0
carabanchel,70050,27,1,N,EXTERIOR,BAJO,1
arganzuela,599000,128,3,S,EXTERIOR,1ª,0
arganzuela,649000,137,4,S,EXTERIOR,5ª,0
moncloa,3325000,318,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1560000,145,3,S,EXTERIOR,1ª,0
moncloa,1930000,227,4,S,EXTERIOR,1ª,0
moratalaz,235000,51,2,S,EXTERIOR,ENTREPLANTA,0
centro,340000,31,2,S,EXTERIOR,4ª,1
centro,2500000,250,3,S,EXTERIOR,1ª,0
centro,286000,42,1,S,INTERIOR,BAJO,1
chamberi,1350000,223,4,S,EXTERIOR,3ª,4
fuencarral,394000,66,1,S,EXTERIOR,1ª,1
barrio-de-salamanca,685000,58,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,595000,85,2,S,EXTERIOR,4ª,0
centro,200000,41,1,S,INTERIOR,3ª,0
villaverde,170000,59,2,N,INTERIOR,2ª,0
chamartin,990000,120,3,S,EXTERIOR,4ª,0
tetuan,625000,155,2,S,EXTERIOR,2ª,0
usera,330000,135,3,S,EXTERIOR,2ª,1
hortaleza,530000,140,2,S,EXTERIOR,BAJO,2
tetuan,1600000,260,5,S,EXTERIOR,10ª,0
ciudad-lineal,280000,70,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,4000000,300,5,S,EXTERIOR,7ª,0
barajas,550000,103,2,S,EXTERIOR,5ª,0
puente-de-vallecas,185000,88,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1354900,144,2,S,EXTERIOR,2ª,0
carabanchel,150000,55,3,N,EXTERIOR,2ª,1
barrio-de-salamanca,1329000,135,2,S,EXTERIOR,1ª,2
moncloa,1312000,150,4,S,EXTERIOR,1ª,0
chamberi,770000,115,2,S,EXTERIOR,2ª,2
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,4
villaverde,475000,131,3,S,EXTERIOR,4ª,0
centro,465000,82,4,S,INTERIOR,3ª,0
carabanchel,330000,86,2,S,EXTERIOR,1ª,0
tetuan,510000,105,2,S,EXTERIOR,1ª,2
barrio-de-salamanca,300000,90,2,S,EXTERIOR,BAJO,0
fuencarral,810000,127,2,S,EXTERIOR,6ª,0
villa-de-vallecas,215000,82,4,S,INTERIOR,1ª,0
san-blas,150000,64,3,N,EXTERIOR,2ª,0
moratalaz,398000,94,2,S,EXTERIOR,1ª,0
usera,445000,114,1,S,EXTERIOR,3ª,0
arganzuela,340000,59,1,S,EXTERIOR,4ª,0
centro,3650000,362,3,S,EXTERIOR,11ª,0
san-blas,265000,68,3,N,EXTERIOR,1ª,0
usera,429000,98,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,1789000,152,2,S,INTERIOR,2ª,2
san-blas,330000,113,3,N,EXTERIOR,BAJO,0
chamartin,875000,122,2,S,EXTERIOR,BAJO,0
ciudad-lineal,1280000,164,3,S,EXTERIOR,4ª,0
villaverde,150000,58,2,N,EXTERIOR,BAJO,0
centro,398000,83,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,5000000,390,4,S,EXTERIOR,5ª,0
retiro,1990000,248,4,S,EXTERIOR,3ª,0
centro,1960000,149,4,S,EXTERIOR,3ª,0
centro,750000,94,2,S,EXTERIOR,SÓTANO,0
ciudad-lineal,230000,63,2,N,EXTERIOR,4ª,1
centro,310000,40,1,N,INTERIOR,BAJO,0
chamberi,529000,89,4,S,INTERIOR,3ª,0
tetuan,1465000,250,5,S,EXTERIOR,6ª,0
tetuan,354000,55,2,N,EXTERIOR,1ª,0
carabanchel,325000,110,3,N,EXTERIOR,BAJO,3
retiro,1149000,111,2,S,INTERIOR,3ª,0
retiro,235000,39,2,S,EXTERIOR,4ª,0
centro,2490000,223,3,S,EXTERIOR,4ª,0
retiro,1499000,235,5,S,EXTERIOR,7ª,1
tetuan,450000,102,4,S,EXTERIOR,2ª,2
arganzuela,475000,85,2,S,EXTERIOR,1ª,0
chamberi,2190000,206,4,S,INTERIOR,3ª,1
centro,595000,84,4,N,EXTERIOR,2ª,0
puente-de-vallecas,335000,107,3,S,EXTERIOR,BAJO,2
tetuan,1490000,220,5,S,EXTERIOR,7ª,3
moncloa,680000,110,4,S,EXTERIOR,1ª,2
arganzuela,1496000,226,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,1300000,120,3,S,EXTERIOR,3ª,0
carabanchel,225000,65,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1275000,154,3,S,EXTERIOR,1ª,0
centro,460000,95,3,S,INTERIOR,1ª,0
chamartin,4150000,539,5,S,EXTERIOR,1ª,0
fuencarral,240000,40,1,N,EXTERIOR,BAJO,0
latina,149000,138,4,S,EXTERIOR,11ª,0
retiro,850000,147,2,S,EXTERIOR,9ª,0
usera,190000,65,3,S,EXTERIOR,3ª,2
tetuan,105000,35,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1169000,150,3,S,EXTERIOR,4ª,0
carabanchel,175000,58,2,N,EXTERIOR,BAJO,0
centro,1595000,164,3,S,EXTERIOR,2ª,0
arganzuela,335000,60,2,N,INTERIOR,ENTREPLANTA,0
barrio-de-salamanca,1425000,108,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1000000,140,3,S,EXTERIOR,5ª,0
centro,366000,44,1,S,EXTERIOR,1ª,0
moncloa,635000,180,5,S,EXTERIOR,BAJO,0
villaverde,169000,132,2,N,EXTERIOR,BAJO,0
vicalvaro,546000,201,3,S,EXTERIOR,BAJO,0
centro,789000,104,2,S,INTERIOR,3ª,0
barrio-de-salamanca,1545000,170,3,S,EXTERIOR,1ª,0
chamartin,333000,40,1,N,EXTERIOR,BAJO,1
moncloa,1250000,152,3,S,EXTERIOR,1ª,0
centro,249000,46,1,S,INTERIOR,2ª,0
centro,1555000,220,5,S,EXTERIOR,1ª,2
centro,449000,40,1,S,INTERIOR,1ª,0
barrio-de-salamanca,1329000,126,2,S,INTERIOR,4ª,2
ciudad-lineal,475000,136,1,S,EXTERIOR,5ª,0
tetuan,330000,75,4,S,INTERIOR,2ª,0
barrio-de-salamanca,195000,36,1,N,INTERIOR,4ª,0
chamartin,850000,113,3,S,EXTERIOR,2ª,0
villaverde,165000,75,3,N,EXTERIOR,4ª,0
carabanchel,220000,75,3,N,EXTERIOR,3ª,0
centro,490000,60,2,S,INTERIOR,BAJO,0
moncloa,740000,90,2,S,EXTERIOR,BAJO,0
ciudad-lineal,399000,130,3,N,EXTERIOR,BAJO,0
tetuan,630000,120,3,S,EXTERIOR,5ª,2
barrio-de-salamanca,1520000,121,2,S,EXTERIOR,1ª,0
centro,590000,55,1,S,EXTERIOR,1ª,0
vicalvaro,347000,94,3,S,EXTERIOR,2ª,0
hortaleza,780000,153,3,S,EXTERIOR,1ª,0
chamberi,1524900,145,3,S,EXTERIOR,1ª,3
usera,225000,62,3,N,EXTERIOR,1ª,0
centro,280000,34,1,N,INTERIOR,BAJO,1
chamartin,1820000,380,5,S,EXTERIOR,2ª,0
chamberi,999000,135,2,S,EXTERIOR,8ª,0
barrio-de-salamanca,7900000,473,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,860000,124,2,S,INTERIOR,2ª,0
chamartin,325000,55,3,N,EXTERIOR,BAJO,1
barrio-de-salamanca,2650000,304,5,S,EXTERIOR,2ª,0
centro,310000,45,1,N,EXTERIOR,4ª,0
centro,850000,110,3,S,EXTERIOR,ENTREPLANTA,0
fuencarral,1398000,235,4,S,EXTERIOR,1ª,0
centro,920000,104,3,S,EXTERIOR,4ª,0
hortaleza,190000,40,1,S,EXTERIOR,BAJO,0
chamberi,629999,115,5,S,EXTERIOR,BAJO,0
carabanchel,320000,92,3,S,EXTERIOR,1ª,0
centro,850000,140,5,S,INTERIOR,3ª,0
moncloa,1675000,173,3,S,EXTERIOR,3ª,0
moncloa,750000,95,2,S,EXTERIOR,2ª,0
usera,201000,56,1,S,EXTERIOR,3ª,0
chamartin,1250000,257,4,S,EXTERIOR,2ª,0
hortaleza,850000,135,4,S,EXTERIOR,3ª,0
chamartin,720000,100,2,S,EXTERIOR,8ª,2
ciudad-lineal,269000,77,3,N,EXTERIOR,1ª,0
chamartin,1650000,224,4,S,EXTERIOR,2ª,1
barrio-de-salamanca,719000,50,2,S,INTERIOR,2ª,1
retiro,525000,54,2,N,EXTERIOR,1ª,0
chamartin,950000,95,2,S,EXTERIOR,2ª,0
chamartin,340000,40,1,N,EXTERIOR,BAJO,1
latina,205000,68,3,N,EXTERIOR,1ª,0
tetuan,395000,49,2,S,INTERIOR,BAJO,0
barrio-de-salamanca,1399000,120,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,829000,63,2,N,INTERIOR,1ª,0
carabanchel,70050,27,1,N,EXTERIOR,BAJO,1
centro,278000,63,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1499000,160,3,S,EXTERIOR,7ª,0
chamartin,945000,150,2,S,EXTERIOR,8ª,0
chamberi,3300000,270,4,S,EXTERIOR,5ª,0
retiro,1275000,150,3,S,EXTERIOR,1ª,0
centro,1050000,142,6,S,EXTERIOR,3ª,0
ciudad-lineal,1010000,147,3,S,EXTERIOR,3ª,0
chamartin,2099000,300,6,S,EXTERIOR,3ª,0
ciudad-lineal,170000,65,3,N,EXTERIOR,2ª,0
retiro,499000,98,2,S,EXTERIOR,8ª,0
puente-de-vallecas,159900,55,2,N,EXTERIOR,3ª,0
usera,220000,60,1,S,EXTERIOR,BAJO,0
centro,500000,62,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,2490000,220,3,S,EXTERIOR,4ª,0
centro,1287000,130,2,S,EXTERIOR,5ª,0
centro,525000,100,3,N,EXTERIOR,2ª,0
barrio-de-salamanca,2048000,160,4,S,EXTERIOR,2ª,0
chamartin,840000,160,4,S,EXTERIOR,6ª,0
tetuan,445000,61,2,S,EXTERIOR,2ª,0
centro,422000,62,1,N,EXTERIOR,3ª,1
hortaleza,980000,200,3,S,EXTERIOR,4ª,0
usera,400000,100,3,S,EXTERIOR,6ª,2
puente-de-vallecas,124000,72,3,N,EXTERIOR,1ª,0
centro,670000,66,1,S,EXTERIOR,4ª,0
barrio-de-salamanca,2050000,189,4,S,EXTERIOR,4ª,0
carabanchel,165000,65,3,N,EXTERIOR,3ª,1
moratalaz,585000,133,4,S,EXTERIOR,7ª,2
hortaleza,470000,99,1,S,EXTERIOR,4ª,1
barrio-de-salamanca,1459000,97,2,N,EXTERIOR,5ª,2
chamberi,770000,65,2,S,INTERIOR,2ª,0
moncloa,1415000,207,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,2800000,141,3,S,EXTERIOR,1ª,0
puente-de-vallecas,175000,58,2,N,EXTERIOR,1ª,0
barrio-de-salamanca,1275000,122,3,S,INTERIOR,1ª,3
barrio-de-salamanca,1189000,89,2,S,EXTERIOR,3ª,0
hortaleza,575000,104,2,S,EXTERIOR,5ª,0
puente-de-vallecas,195000,67,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,4700000,431,4,S,EXTERIOR,5ª,4
retiro,1999000,220,4,S,EXTERIOR,4ª,3
san-blas,145000,48,2,N,EXTERIOR,ENTREPLANTA,0
centro,480000,74,2,S,EXTERIOR,3ª,0
ciudad-lineal,1790000,383,5,S,EXTERIOR,2ª,3
fuencarral,470000,93,1,S,EXTERIOR,1ª,1
ciudad-lineal,215000,55,2,S,EXTERIOR,2ª,0
vicalvaro,545000,152,3,S,EXTERIOR,5ª,0
villa-de-vallecas,201917,88,2,S,EXTERIOR,1ª,0
chamartin,333000,37,1,S,EXTERIOR,BAJO,1
barrio-de-salamanca,7500000,355,4,S,EXTERIOR,3ª,1
tetuan,450000,52,1,S,EXTERIOR,1ª,0
barrio-de-salamanca,2409000,162,3,S,INTERIOR,4ª,0
ciudad-lineal,250000,80,1,S,EXTERIOR,BAJO,0
san-blas,227260,95,3,S,EXTERIOR,10ª,0
tetuan,347000,65,3,N,EXTERIOR,2ª,0
barrio-de-salamanca,3547000,202,3,S,EXTERIOR,5ª,0
usera,193000,122,3,S,EXTERIOR,BAJO,2
centro,789000,101,2,N,EXTERIOR,4ª,2
chamartin,2600000,373,4,S,EXTERIOR,BAJO,0
chamberi,1690000,185,3,S,EXTERIOR,2ª,0
hortaleza,765000,171,4,S,EXTERIOR,1ª,0
arganzuela,220000,35,1,S,INTERIOR,2ª,0
san-blas,230000,70,3,N,EXTERIOR,3ª,0
retiro,1149000,111,2,S,INTERIOR,3ª,0
centro,525000,54,1,S,EXTERIOR,3ª,0
carabanchel,188000,63,1,S,EXTERIOR,1ª,0
barajas,620000,118,3,S,EXTERIOR,3ª,0
centro,450000,72,1,N,EXTERIOR,1ª,0
chamartin,1650000,228,4,S,EXTERIOR,1ª,0
tetuan,450000,123,3,S,INTERIOR,BAJO,2
puente-de-vallecas,198000,76,3,S,EXTERIOR,BAJO,0
ciudad-lineal,285000,50,1,S,EXTERIOR,2ª,0
centro,550000,95,4,N,EXTERIOR,BAJO,0
centro,850000,94,2,S,EXTERIOR,3ª,1
villa-de-vallecas,285000,60,1,S,EXTERIOR,7ª,0
barrio-de-salamanca,1215000,81,2,S,EXTERIOR,3ª,0
vicalvaro,180000,128,1,N,EXTERIOR,BAJO,0
arganzuela,720000,146,4,S,EXTERIOR,5ª,2
barrio-de-salamanca,1100000,120,3,S,EXTERIOR,1ª,2
san-blas,275000,85,2,N,EXTERIOR,1ª,1
villaverde,189000,110,3,S,EXTERIOR,8ª,0
centro,4100000,300,3,S,EXTERIOR,2ª,0
chamberi,2400000,249,6,S,EXTERIOR,6ª,0
barrio-de-salamanca,2955000,194,3,S,EXTERIOR,3ª,3
centro,1519000,211,4,S,EXTERIOR,1ª,0
chamberi,3250000,460,5,S,EXTERIOR,3ª,0
villa-de-vallecas,220000,90,3,N,EXTERIOR,3ª,1
moncloa,315000,71,2,S,EXTERIOR,BAJO,0
ciudad-lineal,638000,76,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,2200000,140,3,S,EXTERIOR,6ª,0
villa-de-vallecas,180000,55,1,S,EXTERIOR,4ª,0
retiro,1190000,140,3,S,EXTERIOR,3ª,1
carabanchel,254000,71,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,3700000,280,4,S,EXTERIOR,2ª,0
hortaleza,405000,65,1,S,EXTERIOR,2ª,0
retiro,2900000,242,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,660000,98,2,S,EXTERIOR,ENTREPLANTA,1
barrio-de-salamanca,829000,63,2,N,INTERIOR,1ª,0
latina,190000,68,2,N,EXTERIOR,1ª,1
barrio-de-salamanca,685000,73,2,S,INTERIOR,3ª,2
barrio-de-salamanca,1120000,112,2,S,EXTERIOR,3ª,0
barrio-de-salamanca,875000,120,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,2390000,207,4,S,EXTERIOR,5ª,0
barrio-de-salamanca,1370000,155,3,S,EXTERIOR,5ª,0
carabanchel,409000,87,3,S,EXTERIOR,2ª,0
centro,850000,108,5,S,EXTERIOR,3ª,0
villa-de-vallecas,157000,54,2,N,EXTERIOR,BAJO,0
arganzuela,469000,64,1,S,EXTERIOR,4ª,1
centro,915000,140,2,S,EXTERIOR,2ª,0
fuencarral,620000,139,2,S,EXTERIOR,6ª,2
barrio-de-salamanca,899000,103,2,S,EXTERIOR,5ª,0
fuencarral,1198500,244,4,S,EXTERIOR,6ª,0
barrio-de-salamanca,1119000,79,2,S,INTERIOR,3ª,2
centro,575500,80,2,S,EXTERIOR,3ª,0
tetuan,355000,62,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,2600000,247,4,S,EXTERIOR,1ª,0
carabanchel,214000,80,3,S,EXTERIOR,8ª,0
barrio-de-salamanca,2695000,150,3,S,EXTERIOR,5ª,0
ciudad-lineal,258000,66,1,N,EXTERIOR,4ª,0
retiro,850000,125,3,S,INTERIOR,2ª,2
retiro,317000,51,2,N,INTERIOR,BAJO,0
carabanchel,186000,90,3,S,EXTERIOR,6ª,0
puente-de-vallecas,234000,90,3,N,EXTERIOR,BAJO,0
carabanchel,163000,86,3,N,EXTERIOR,4ª,0
centro,186000,40,2,S,INTERIOR,BAJO,0
ciudad-lineal,195000,50,2,N,EXTERIOR,2ª,0
chamberi,330000,41,1,S,INTERIOR,2ª,0
barrio-de-salamanca,2500000,240,5,S,EXTERIOR,2ª,0
tetuan,875000,140,3,S,EXTERIOR,2ª,2
puente-de-vallecas,198000,49,3,N,EXTERIOR,4ª,0
carabanchel,267000,70,2,S,EXTERIOR,2ª,0
chamartin,550000,85,3,S,INTERIOR,1ª,0
arganzuela,447000,84,2,S,EXTERIOR,1ª,0
